井名	顶深	沉积微相
H38-61	1642.5	1
H38-61	1647.9	1
H38-61	1653.1	1
H38-61	1655.4	1
H38-61	1661.40 	2
H38-61	1662.3	1
H38-61	1665.6	1
H38-61	1666.8	2
H38-61	1669.6	1
H38-61	1673.60 	2
H38-61	1673.60 	2
H39-60	1804	2
H39-60	1809.5	1
H39-60	1814	2
H39-60	1814.5	1
H39-60	1815.80 	1
H39-60	1824.68 	1
H39-60	1827.9	1
H39-60	1831.8	1
H39-60	1833.6	2
H39-60	1835.3	1
H39-60	1836.10 	2
H39-60	1836.8	1
H39-60	1838.80 	2
H39-61	1812	2
H39-61	1814	1
H39-61	1817.4	2
H39-61	1819.1	1
H39-61	1825.5	2
H39-61	1826	1
H39-61	1828.4	2
H39-61	1829.1	1
H39-61	1831.4	2
H39-61	1833.3	1
H39-61	1837.10 	2
H39-61	1837.1	1
H39-61	1838.5	2
H39-61	1842.1	1
H39-61	1844.10 	2
H39-61	1848.6	1
H39-61	1851.60 	2
H40-60	1773	2
H40-60	1777.4	1
H40-60	1783.6	2
H40-60	1784.50 	1
H40-60	1792.77 	1
H40-60	1797.4	1
H40-60	1799	2
H40-60	1802	1
H40-60	1804.6	2
H40-60	1805.6	1
H40-60	1807.40 	2
H40-60	1809.04 	2
H40-61	1862	2
H40-61	1864	1
H40-61	1865.9	2
H40-61	1866.6	1
H40-61	1869	2
H40-61	1870.1	1
H40-61	1874.7	1
H40-61	1876	2
H40-61	1882.5	1
H40-61	1884.30 	2
H40-61	1885.470621	2
H40-61	1891.5	1
H40-61	1893.30 	2
H40-61	1895.624087	2
H40-61	1903.3	1
H40-61	1904.40 	2
H41-56	1797.4	1
H41-56	1801.8	2
H41-56	1802.1	1
H41-56	1810.1	2
H41-56	1810.6	1
H41-56	1811.4	2
H41-56	1812	1
H41-56	1819.60 	2
H41-56	1820	1
H41-56	1827.30 	2
H41-56	1831.85 	2
H41-57	1785	2
H41-57	1789.9	1
H41-57	1790.8	2
H41-57	1791.3	1
H41-57	1794.2	2
H41-57	1795	1
H41-57	1797.8	2
H41-57	1798.4	1
H41-57	1802.3	2
H41-57	1803.1	1
H41-57	1804.40 	2
H41-57	1805.4	1
H41-57	1817.90 	2
H41-57	1823.3	1
H41-57	1826.80 	2
H41-58	1850	2
H41-58	1863.1	1
H41-58	1865.6	2
H41-58	1866	1
H41-58	1870	2
H41-58	1871	1
H41-58	1872.4	2
H41-58	1873	1
H41-58	1878.90 	2
H41-58	1879.5	1
H41-58	1887.50 	2
H41-58	1893.57 	2
H41-59	1782	2
H41-59	1786.4	1
H41-59	1792.9	1
H41-59	1794.3	1
H41-59	1799	2
H41-59	1799.80 	1
H41-59	1806.47 	1
H41-59	1812.1	1
H41-59	1813.5	1
H41-59	1816.90 	2
H41-59	1816.99 	2
H41-60	1815.6	1
H41-60	1818.2	2
H41-60	1818.9	1
H41-60	1821.3	2
H41-60	1821.6	1
H41-60	1827.5	2
H41-60	1827.9	1
H41-60	1831.8	2
H41-60	1832	1
H41-60	1834.30 	2
H41-60	1834.6	1
H41-60	1839	2
H41-60	1839.9	1
H41-60	1840.8	2
H41-60	1843.3	1
H41-60	1849.40 	2
H41-60	1851.032967	2
H41-60	1859	1
H41-60	1863.10 	2
H42-53	1733.5	1
H42-53	1736	1
H42-53	1742.3	2
H42-53	1743.1	1
H42-53	1747.6	2
H42-53	1748.4	1
H42-53	1750	1
H42-53	1752.00 	2
H42-53	1756.79782	2
H42-53	1762.6	1
H42-53	1764.00 	2
H42-53	1768.169915	2
H42-53	1776.1	1
H42-53	1778.20 	2
H42-54	1814.1	1
H42-54	1823.5	2
H42-54	1824.1	1
H42-54	1825.7	2
H42-54	1826.5	1
H42-54	1832.10 	2
H42-54	1832.336323	2
H42-54	1845.5	1
H42-54	1848.10 	2
H42-54	1849	1
H42-54	1852.60 	2
H42-56	1812	2
H42-56	1818	1
H42-56	1820.3	2
H42-56	1820.8	1
H42-56	1823.4	2
H42-56	1823.6	1
H42-56	1826.1	2
H42-56	1827.10 	1
H42-56	1831.94 	1
H42-56	1840.2	1
H42-56	1844.20 	2
H42-56	1846.346154	2
H42-56	1853.3	1
H42-56	1854.60 	2
H42-57	1831	2
H42-57	1838.1	1
H42-57	1839.4	2
H42-57	1840.3	1
H42-57	1848.1	2
H42-57	1848.9	1
H42-57	1852.80 	2
H42-57	1854.5	1
H42-57	1857.5	2
H42-57	1858.9	1
H42-57	1864.50 	2
H42-57	1865.6	1
H42-57	1868.00 	2
H42-58	1803	2
H42-58	1806	1
H42-58	1812.3	2
H42-58	1813.6	1
H42-58	1815.6	1
H42-58	1823.6	1
H42-58	1824.90 	1
H42-58	1827.51 	1
H42-58	1835.3	2
H42-58	1836.4	1
H42-58	1838.40 	2
H42-58	1838.4	1
H42-58	1840.4	1
H42-58	1842.40 	2
H42-59	1852	2
H42-59	1857.1	1
H42-59	1859.6	2
H42-59	1860.4	1
H42-59	1862.4	1
H42-59	1866	2
H42-59	1866.5	1
H42-59	1869.1	2
H42-59	1870.00 	1
H42-59	1876.14 	1
H42-59	1880.5	2
H42-59	1881.1	1
H42-59	1885.20 	2
H42-59	1886.1	1
H42-59	1887.10 	2
H42-60	1749	1
H42-60	1756	1
H42-60	1758.6	2
H42-60	1760.1	1
H42-60	1764.6	2
H42-60	1765	1
H42-60	1768.00 	2
H42-60	1768	1
H42-60	1770	1
H42-60	1772	2
H42-60	1779	1
H42-60	1783.10 	2
H42-60	1783.1	2
H42-60	1789	1
H42-60	1792.90 	2
H43-53	1782	2
H43-53	1786.9	1
H43-53	1798	2
H43-53	1798.8	1
H43-53	1799.40 	2
H43-53	1804.11 	2
H43-53	1814.89 	2
H43-54	1805.9	1
H43-54	1809.9	2
H43-54	1810.9	1
H43-54	1813.2	2
H43-54	1813.6	1
H43-54	1819.50 	2
H43-54	1819.9	1
H43-54	1824.50 	2
H43-54	1832.28 	2
H43-56	1832	2
H43-56	1839.1	1
H43-56	1841.6	1
H43-56	1846	1
H43-56	1849	2
H43-56	1849.6	1
H43-56	1851.00 	1
H43-56	1856.76 	1
H43-56	1861.6	2
H43-56	1862.8	1
H43-56	1863.8	2
H43-56	1864.8	1
H43-56	1873.20 	2
H43-56	1873.5	1
H43-56	1875.9	2
H43-56	1876.9	1
H43-56	1878.5	2
H43-56	1880.1	1
H43-56	1881	2
H43-56	1881.6	1
H43-56	1882.90 	2
H43-57	1795	2
H43-57	1800.7	1
H43-57	1802.6	2
H43-57	1805.2	1
H43-57	1809.1	2
H43-57	1810.1	1
H43-57	1815.7	2
H43-57	1816.20 	1
H43-57	1821.57 	1
H43-57	1826.2	2
H43-57	1827.6	1
H43-57	1829.40 	2
H43-57	1831.634149	2
H43-57	1834.9	1
H43-57	1839.00 	2
H43-58	1823	2
H43-58	1830.1	1
H43-58	1834	1
H43-58	1835.8	2
H43-58	1836.3	1
H43-58	1839.3	2
H43-58	1839.8	1
H43-58	1845.2	2
H43-58	1846.3	1
H43-58	1848.60 	2
H43-58	1849.6	1
H43-58	1852	1
H43-58	1853.6	1
H43-58	1856.2	1
H43-58	1859.00 	2
H43-58	1860.50 	2
H43-59	1780	2
H43-59	1782.1	1
H43-59	1784.9	2
H43-59	1785.6	1
H43-59	1787.9	2
H43-59	1788.1	1
H43-59	1790.9	2
H43-59	1791.5	1
H43-59	1797.8	2
H43-59	1798.1	1
H43-59	1801.7	2
H43-59	1802.6	1
H43-59	1804.70 	2
H43-59	1806.1	1
H43-59	1807.5	2
H43-59	1808.5	1
H43-59	1811.1	2
H43-59	1811.6	1
H43-59	1813.7	2
H43-59	1814.3	1
H43-59	1815.70 	2
H43-59	1816.50 	2
H44-51	1765	2
H44-51	1769.6	1
H44-51	1772.5	2
H44-51	1773.3	1
H44-51	1774.8	1
H44-51	1777.30 	2
H44-51	1786.313409	2
H44-51	1796.8	1
H44-51	1798.30 	2
H44-51	1798.46 	2
H44-52	1762	2
H44-52	1765.5	1
H44-52	1766.6	2
H44-52	1767.5	1
H44-52	1771.5	2
H44-52	1773.7	1
H44-52	1776.2	1
H44-52	1777.70 	2
H44-52	1781.27 	2
H44-52	1800.393813	2
H44-52	1802.6	1
H44-52	1805.6	2
H44-52	1806.9	1
H44-52	1811.40 	2
H44-53	1827	2
H44-53	1830	1
H44-53	1842	1
H44-53	1844.40 	2
H44-53	1850.748685	2
H44-53	1854.9	1
H44-53	1858.3	2
H44-53	1859.10 	1
H44-53	1862.09 	1
H44-53	1867.2	1
H44-53	1868.50 	2
H44-56	1781	2
H44-56	1792.3	1
H44-56	1798	2
H44-56	1799.3	1
H44-56	1800.9	2
H44-56	1803.3	1
H44-56	1805.40 	2
H44-56	1806.372314	2
H44-56	1808.5	1
H44-56	1810.5	2
H44-56	1811.4	1
H44-56	1814.5	2
H44-56	1815.40 	1
H44-56	1826.83 	1
H44-56	1828.9	2
H44-56	1829.8	1
H44-56	1835.00 	2
H44-57	1814	2
H44-57	1820	1
H44-57	1821.8	1
H44-57	1839.2	2
H44-57	1839.80 	1
H44-57	1845.02 	1
H44-57	1851.1	2
H44-57	1852.3	1
H44-57	1855.90 	2
H44-57	1856.4	1
H44-57	1861.8	1
H44-57	1863.10 	2
H44-58	1885	2
H44-58	1894.8	1
H44-58	1904.4	2
H44-58	1904.9	1
H44-58	1906.4	2
H44-58	1907.2	1
H44-58	1907.80 	2
H44-58	1908.7	1
H44-58	1913.3	1
H44-58	1914.90 	2
H44-58	1921.15 	2
H44-59	1787	2
H44-59	1795.1	1
H44-59	1800.30 	2
H44-59	1814.221948	2
H44-59	1816.8	1
H44-59	1820.1	2
H44-59	1821.3	1
H44-59	1824.10 	2
H44-59	1825	1
H44-59	1829	2
H44-59	1830.3	1
H44-59	1832.5	1
H44-59	1834.30 	2
H45-48	1805	2
H45-48	1820.8	1
H45-48	1823.20 	2
H45-48	1823.741866	2
H45-48	1833.8	1
H45-48	1836.10 	2
H45-48	1836.24 	2
H45-52A	1807.1	1
H45-52A	1810	1
H45-52A	1811.6	2
H45-52A	1812.6	1
H45-52A	1816.9	2
H45-52A	1817.8	1
H45-52A	1820.3	2
H45-52A	1825.5	1
H45-52A	1830.30 	2
H45-52A	1830.3	1
H45-52A	1836.30 	1
H45-52A	1840.51 	1
H45-52A	1842.80 	2
H45-53	1807	2
H45-53	1811.6	1
H45-53	1817.4	2
H45-53	1817.9	1
H45-53	1820.2	2
H45-53	1820.90 	1
H45-53	1831.69 	1
H45-53	1836.2	2
H45-53	1837.8	1
H45-53	1838.8	2
H45-53	1840.3	1
H45-53	1841.80 	2
H45-53	1842.945975	2
H45-53	1849.4	1
H45-53	1850.4	2
H45-53	1852.5	1
H45-53	1853.50 	2
H45-54	1641.1	1
H45-54	1648.4	1
H45-54	1651.8	2
H45-54	1652.40 	1
H45-54	1658.76 	1
H45-54	1663.9	2
H45-54	1665	1
H45-54	1667.3	1
H45-54	1668.40 	2
H45-54	1671.4	1
H45-54	1674.5	1
H45-54	1678.00 	2
H45-55	1804.4	1
H45-55	1810.8	2
H45-55	1811.8	1
H45-55	1813.3	2
H45-55	1813.6	1
H45-55	1817	1
H45-55	1822.8	2
H45-55	1823.4	1
H45-55	1825.50 	1
H45-55	1828.42 	1
H45-55	1840.23 	1
H45-55	1848	1
H45-55	1850.40 	2
H45-56	1790	2
H45-56	1794.9	1
H45-56	1801	2
H45-56	1801.6	1
H45-56	1804.4	1
H45-56	1811.00 	2
H45-56	1811	1
H45-56	1822	2
H45-56	1822.6	1
H45-56	1826.60 	2
H45-56	1826.6	1
H45-56	1830.90 	2
H45-57	1832	2
H45-57	1836.3	1
H45-57	1838.7	2
H45-57	1839.1	1
H45-57	1841.1	2
H45-57	1841.7	1
H45-57	1848	1
H45-57	1851.9	2
H45-57	1852.7	1
H45-57	1858.1	2
H45-57	1858.7	1
H45-57	1860.80 	2
H45-57	1862.470001	2
H45-57	1864.5	1
H45-57	1866.8	2
H45-57	1868.3	1
H45-57	1873.20 	2
H45-57	1874.6	1
H45-57	1876.90 	2
H46-50	1748	2
H46-50	1750	1
H46-50	1758.5	1
H46-50	1762.60 	2
H46-50	1765.413567	2
H46-50	1778.3	1
H46-50	1779.6	2
H46-50	1780.4	1
H46-50	1781.50 	2
H46-50	1782.3	1
H46-50	1783.2	2
H46-50	1784.5	1
H46-50	1786.3	1
H46-50	1788.4	2
H46-50	1789.1	1
H46-50	1793.00 	2
H46-51	1756.5	1
H46-51	1759.8	1
H46-51	1762.6	1
H46-51	1765.6	2
H46-51	1766.5	1
H46-51	1776.6	2
H46-51	1777.10 	1
H46-51	1779.65 	1
H46-51	1781.90 	2
H46-51	1791.08 	2
H46-52	1604	2
H46-52	1607.2	1
H46-52	1610.8	2
H46-52	1611.8	1
H46-52	1616.30 	2
H46-52	1621.9	1
H46-52	1629.4	2
H46-52	1629.9	1
H46-52	1632.2	1
H46-52	1638.30 	2
H46-52	1639.28 	2
H46-53	1578.9	1
H46-53	1583.7	1
H46-53	1587.1	1
H46-53	1590.5	2
H46-53	1596.5	1
H46-53	1601.00 	2
H46-53	1601	1
H46-53	1606.1	2
H46-53	1607.4	1
H46-53	1609.00 	2
H46-53	1610.8	1
H46-53	1618.60 	2
H46-54	1605	2
H46-54	1616	1
H46-54	1618.5	2
H46-54	1619.3	1
H46-54	1622.4	2
H46-54	1623	1
H46-54	1629.1	2
H46-54	1629.8	1
H46-54	1631.00 	2
H46-54	1632.1	1
H46-54	1636.3	1
H46-54	1637.1	2
H46-54	1643	1
H46-54	1648.1	1
H46-54	1650.60 	2
H46-54	1650.6	1
H46-54	1651.8	1
H46-54	1660.60 	2
H46-55	1836.5	1
H46-55	1841.3	1
H46-55	1843.2	2
H46-55	1843.5	1
H46-55	1845.1	2
H46-55	1845.6	1
H46-55	1847	2
H46-55	1847.5	1
H46-55	1849.9	2
H46-55	1851.5	1
H46-55	1854.9	2
H46-55	1855.6	1
H46-55	1858.20 	2
H46-55	1859.5	1
H46-55	1863.8	2
H46-55	1864.4	1
H46-55	1867.5	2
H46-55	1868.1	1
H46-55	1870.60 	2
H46-55	1870.6	1
H46-55	1875.90 	2
H46-56	1834	2
H46-56	1837.4	1
H46-56	1841.3	2
H46-56	1842	1
H46-56	1846.5	2
H46-56	1847.9	1
H46-56	1850.00 	2
H46-56	1856	1
H46-56	1858.4	2
H46-56	1858.8	1
H46-56	1860.2	2
H46-56	1860.8	1
H46-56	1864.1	1
H46-56	1865.2	2
H46-56	1868.8	1
H46-56	1871.30 	2
H46-56	1871.3	1
H46-56	1873.20 	2
H46-57	1851	2
H46-57	1855.6	1
H46-57	1859.4	2
H46-57	1860.1	1
H46-57	1862.4	2
H46-57	1863.6	1
H46-57	1867	2
H46-57	1867.8	1
H46-57	1869.40 	2
H46-57	1879.825134	2
H46-57	1887.3	1
H46-57	1889.30 	2
H46-57	1891.04 	2
H47-51	1626	2
H47-51	1628.1	1
H47-51	1632.4	2
H47-51	1633.5	1
H47-51	1643.5	2
H47-51	1643.9	1
H47-51	1648.00 	2
H47-51	1648	1
H47-51	1653.40 	1
H47-51	1660.28 	1
H47-51	1668.70 	2
H47-52	1577.8	1
H47-52	1579.6	1
H47-52	1587.5	1
H47-52	1591.3	1
H47-52	1598.80 	2
H47-52	1599.8	1
H47-52	1608.00 	2
H47-52	1609.3	1
H47-52	1612.4	1
H47-52	1613.4	2
H47-52	1614.4	1
H47-52	1619.50 	2
H47-53	1582	2
H47-53	1584.6	1
H47-53	1587.1	2
H47-53	1587.9	1
H47-53	1588.9	2
H47-53	1590.4	1
H47-53	1592.3	2
H47-53	1593.4	1
H47-53	1594.9	2
H47-53	1595.3	1
H47-53	1599.2	2
H47-53	1599.9	1
H47-53	1603.90 	2
H47-53	1604.6	1
H47-53	1607.6	2
H47-53	1608	1
H47-53	1614.10 	2
H47-53	1615	1
H47-53	1618.9	2
H47-53	1619.6	1
H47-53	1621.2	2
H47-53	1621.9	1
H47-53	1622.90 	2
H47-54	1647.1	1
H47-54	1652	1
H47-54	1654.8	1
H47-54	1665.2	2
H47-54	1666.1	1
H47-54	1672.60 	2
H47-54	1672.6	1
H47-54	1683.20 	2
H47-54	1683.2	1
H47-54	1688.60 	2
H47-55	1838.4	1
H47-55	1842.4	2
H47-55	1843	1
H47-55	1854.6	2
H47-55	1855.4	1
H47-55	1856.4	2
H47-55	1857.10 	1
H47-55	1862.92 	1
H47-55	1870.2	1
H47-55	1872.80 	2
H47-55	1873.996389	2
H47-55	1879.8	1
H47-55	1880.90 	2
H47-57	1827.9	1
H47-57	1830.7	2
H47-57	1831.3	1
H47-57	1837.3	2
H47-57	1838.3	1
H47-57	1843.9	2
H47-57	1845.4	1
H47-57	1846.20 	2
H47-57	1853.30 	2
H47-57	1863.631579	2
H47-57	1868.5	1
H47-57	1872.90 	2
H48-47	1854	2
H48-47	1864.5	1
H48-47	1866	1
H48-47	1867.5	1
H48-47	1872	1
H48-47	1874.4	2
H48-47	1877.1	1
H48-47	1881.00 	2
H48-47	1881.8	1
H48-47	1887.20 	2
H48-47	1891.13 	2
H48-48	1798	2
H48-48	1814.1	1
H48-48	1817.20 	2
H48-48	1817.9	1
H48-48	1829.20 	2
H48-48	1830	1
H48-48	1832.9	2
H48-48	1833.6	1
H48-48	1836.20 	2
H48-49	1747	2
H48-49	1760.6	1
H48-49	1762.2	1
H48-49	1769.20 	2
H48-49	1769.8	1
H48-49	1776.90 	2
H48-49	1778.70 	2
H48-50	1754.6	1
H48-50	1757.5	1
H48-50	1759	2
H48-50	1759.5	1
H48-50	1763.30 	2
H48-50	1773.8	1
H48-50	1776.8	2
H48-50	1777.3	1
H48-50	1780.4	2
H48-50	1780.8	1
H48-50	1784.1	1
H48-50	1785.60 	2
H48-50	1785.6	1
H48-50	1786.5	2
H48-50	1791	1
H48-50	1792.00 	2
H48-51	1630	2
H48-51	1632.4	1
H48-51	1636.4	2
H48-51	1637	1
H48-51	1638.6	2
H48-51	1639	1
H48-51	1642.1	2
H48-51	1642.5	1
H48-51	1650.3	2
H48-51	1651.1	1
H48-51	1653.50 	2
H48-51	1654.703434	2
H48-51	1662.50 	1
H48-51	1665.80 	1
H48-51	1669.4	2
H48-51	1670	1
H48-51	1672.30 	2
H48-52	1602.1	1
H48-52	1605.9	2
H48-52	1606.5	1
H48-52	1612.4	2
H48-52	1613.1	1
H48-52	1614.9	2
H48-52	1615.4	1
H48-52	1619.5	2
H48-52	1620.3	1
H48-52	1622.3	1
H48-52	1624.10 	2
H48-52	1624.1	1
H48-52	1628.2	2
H48-52	1628.8	1
H48-52	1634.2	2
H48-52	1635	1
H48-52	1641.30 	2
H48-52	1641.3	1
H48-52	1643.30 	2
H48-53	1631.3	1
H48-53	1643.1	2
H48-53	1646.4	1
H48-53	1648.3	2
H48-53	1648.8	1
H48-53	1656.90 	2
H48-53	1657.4	1
H48-53	1665.80 	2
H48-53	1666.6	1
H48-53	1668.4	1
H48-53	1669.30 	2
H48-54	1896.1	1
H48-54	1901	1
H48-54	1903.5	2
H48-54	1904.5	1
H48-54	1905.9	2
H48-54	1907.1	1
H48-54	1910	1
H48-54	1917.60 	2
H48-54	1918.4	1
H48-54	1921.7	2
H48-54	1922	1
H48-54	1924	1
H48-54	1926	1
H48-54	1933.80 	2
H48-54	1935.93 	2
H48-55	1835	2
H48-55	1842.3	1
H48-55	1845.9	2
H48-55	1846.5	1
H48-55	1848.50 	2
H48-55	1858.34 	2
H48-55	1868.99 	2
H48-56	1897	2
H48-56	1901.9	1
H48-56	1903.4	2
H48-56	1904.3	1
H48-56	1907.8	2
H48-56	1908.4	1
H48-56	1915.00 	2
H48-56	1915.60 	2
H48-56	1929.09 	2
H48-57	1882	2
H48-57	1886.6	1
H48-57	1889.7	1
H48-57	1894.8	2
H48-57	1895.9	1
H48-57	1904.8	1
H48-57	1909.3	1
H48-57	1911.10 	2
H48-57	1911.1	1
H48-57	1912.2	2
H48-57	1918.1	1
H48-57	1920.10 	2
H48-57	1923.658387	2
H48-57	1926.4	1
H48-57	1929.7	2
H48-57	1931.8	1
H48-57	1934.20 	2
H49-47	1834	2
H49-47	1841	1
H49-47	1843.1	2
H49-47	1843.9	1
H49-47	1853.2	1
H49-47	1855.7	1
H49-47	1858.80 	2
H49-47	1860.8	1
H49-47	1864.7	2
H49-47	1865.6	1
H49-47	1867.90 	2
H49-47	1871.44 	2
H49-48	1753	2
H49-48	1757.3	1
H49-48	1758.9	2
H49-48	1761.8	1
H49-48	1763.1	2
H49-48	1768	1
H49-48	1770.80 	2
H49-48	1770.8	1
H49-48	1778.4	2
H49-48	1779	1
H49-48	1782.5	1
H49-48	1784.10 	2
H49-48	1784.764846	2
H49-48	1787.5	1
H49-48	1788.60 	2
H49-49	1733	2
H49-49	1745.8	1
H49-49	1749.3	1
H49-49	1755.00 	2
H49-49	1755.8	1
H49-49	1757.4	2
H49-49	1758	1
H49-49	1761.1	2
H49-49	1761.8	1
H49-49	1766.4	1
H49-49	1767.00 	2
H49-49	1767.03 	2
H49-50	1767.4	1
H49-50	1770.4	2
H49-50	1770.6	1
H49-50	1776	2
H49-50	1776.4	1
H49-50	1777.3	2
H49-50	1778.3	1
H49-50	1780.1	2
H49-50	1784.1	1
H49-50	1785.40 	2
H49-50	1787.9	1
H49-50	1794	1
H49-50	1801.10 	2
H49-50	1801.5	1
H49-50	1807.00 	2
H49-51	1679	2
H49-51	1681	1
H49-51	1682.8	2
H49-51	1683.4	1
H49-51	1684.2	2
H49-51	1684.5	1
H49-51	1692	2
H49-51	1693	1
H49-51	1694.9	2
H49-51	1695.1	1
H49-51	1697.2	2
H49-51	1703	1
H49-51	1707.50 	2
H49-51	1708.8	1
H49-51	1711.7	2
H49-51	1712	1
H49-51	1716.00 	2
H49-51	1717.8	1
H49-51	1721.8	1
H49-51	1723.80 	2
H49-52	1614	2
H49-52	1616.4	1
H49-52	1618.1	1
H49-52	1620.4	2
H49-52	1621	1
H49-52	1628.4	2
H49-52	1629.6	1
H49-52	1632.90 	2
H49-52	1638.3	1
H49-52	1639.9	2
H49-52	1641	1
H49-52	1647.1	1
H49-52	1652.40 	2
H49-52	1652.4	1
H49-52	1653.90 	2
H49-53	1608.6	1
H49-53	1610.5	1
H49-53	1614	2
H49-53	1615.1	1
H49-53	1620.4	1
H49-53	1624.3	2
H49-53	1626.5	1
H49-53	1628.00 	2
H49-53	1631	1
H49-53	1634	1
H49-53	1635.9	1
H49-53	1638.8	2
H49-53	1639.8	1
H49-53	1640.7	1
H49-53	1644.10 	2
H49-53	1644.1	1
H49-53	1644.90 	2
H49-55	1872	2
H49-55	1874.1	1
H49-55	1882.2	1
H49-55	1884.7	2
H49-55	1887.5	1
H49-55	1888.6	2
H49-55	1892	1
H49-55	1894.10 	2
H49-55	1895.6	1
H49-55	1897.50 	2
H49-55	1905.1	1
H49-55	1906.40 	2
H50-47	1811	2
H50-47	1817.6	1
H50-47	1819.2	2
H50-47	1820.40 	1
H50-47	1835.87 	1
H50-47	1841.00 	1
H50-47	1845.31 	1
H50-47	1850.40 	2
H50-48	1804.00 	2
H50-48	1820.1	1
H50-48	1822.2	1
H50-48	1830.6	1
H50-48	1832.6	1
H50-48	1835.10 	2
H50-48	1835.58 	2
H50-49	1800	2
H50-49	1815.8	1
H50-49	1818.9	2
H50-49	1820	1
H50-49	1824.50 	2
H50-49	1824.9	1
H50-49	1829	2
H50-49	1829.5	1
H50-49	1836.90 	2
H50-49	1843.9	1
H50-49	1845.30 	2
H50-50	1850.5	1
H50-50	1852	1
H50-50	1857.3	1
H50-50	1860.4	2
H50-50	1861.6	1
H50-50	1863.2	1
H50-50	1866	1
H50-50	1870.60 	2
H50-50	1875.1	1
H50-50	1881.9	2
H50-50	1883.3	1
H50-50	1885.3	2
H50-50	1885.6	1
H50-50	1887.20 	2
H50-50	1888.02 	2
H50-51	1601.1	1
H50-51	1605.2	2
H50-51	1606.1	1
H50-51	1611.2	2
H50-51	1612.1	1
H50-51	1619.1	2
H50-51	1619.9	1
H50-51	1623.9	2
H50-51	1624.6	1
H50-51	1628.90 	2
H50-51	1630.8	1
H50-51	1632.2	2
H50-51	1632.8	1
H50-51	1634.6	2
H50-51	1634.9	1
H50-51	1640.90 	2
H50-51	1640.9	1
H50-51	1642.50 	2
H50-53	1600	2
H50-53	1602	1
H50-53	1606.1	2
H50-53	1607	1
H50-53	1609.6	1
H50-53	1611.7	1
H50-53	1615.8	2
H50-53	1616.9	1
H50-53	1618.9	2
H50-53	1621	1
H50-53	1625.00 	2
H50-53	1625	2
H50-53	1627.4	1
H50-53	1628.4	2
H50-53	1629.5	1
H50-53	1633.10 	2
H50-53	1635.272969	2
H50-53	1637.8	1
H50-53	1640.3	1
H50-53	1641.80 	2
H50-54	1930	2
H50-54	1932	1
H50-54	1937.4	2
H50-54	1937.9	1
H50-54	1941.4	2
H50-54	1942.1	1
H50-54	1946.60 	2
H50-54	1947.963942	2
H50-54	1953	1
H50-54	1955.40 	2
H50-54	1960.96 	2
H50-55	1857	2
H50-55	1860.9	1
H50-55	1863.9	2
H50-55	1865.5	1
H50-55	1866.8	2
H50-55	1867.5	1
H50-55	1870.4	2
H50-55	1873	1
H50-55	1874.6	2
H50-55	1878.8	1
H50-55	1880.30 	2
H50-55	1880.95 	2
H50-55	1891.35 	2
H51-47	1832	2
H51-47	1834.5	1
H51-47	1837.1	2
H51-47	1840.4	1
H51-47	1853.50 	1
H51-47	1855.56 	1
H51-47	1860.3	1
H51-47	1866.10 	2
H51-47	1866.1	1
H51-47	1872.40 	2
H51-48	1801	2
H51-48	1816.4	1
H51-48	1818	1
H51-48	1822.30 	2
H51-48	1823	1
H51-48	1827.4	1
H51-48	1831.60 	2
H51-48	1831.6	1
H51-48	1833.5	1
H51-48	1835.80 	2
H51-49	1825	2
H51-49	1841.1	1
H51-49	1843	2
H51-49	1843.4	1
H51-49	1844.70 	2
H51-49	1845.1	1
H51-49	1846.2	2
H51-49	1847.5	1
H51-49	1854.60 	2
H51-49	1855	1
H51-49	1858	1
H51-49	1859.40 	2
H51-50	1646	2
H51-50	1648.3	1
H51-50	1652.4	1
H51-50	1655.1	1
H51-50	1658.8	1
H51-50	1665.10 	2
H51-50	1667.1	1
H51-50	1671.3	2
H51-50	1672.3	1
H51-50	1676.5	1
H51-50	1678.80 	2
H51-50	1679.28 	2
H51-51	1587.1	1
H51-51	1593.7	2
H51-51	1594.5	1
H51-51	1601.4	2
H51-51	1602.1	1
H51-51	1604.7	2
H51-51	1605.4	1
H51-51	1609.20 	2
H51-51	1609.2	1
H51-51	1611.5	1
H51-51	1615.80 	2
H51-51	1621.35 	2
H51-52	1583.1	1
H51-52	1589	1
H51-52	1590.9	2
H51-52	1591.1	1
H51-52	1593.9	2
H51-52	1594.6	1
H51-52	1595.90 	2
H51-52	1598.19 	2
H51-52	1611.146988	2
H51-52	1616.4	1
H51-52	1618.90 	2
H51-53	1868.6	1
H51-53	1872.1	2
H51-53	1872.9	1
H51-53	1884.2	2
H51-53	1884.8	1
H51-53	1886.2	2
H51-53	1888.4	1
H51-53	1890.40 	2
H51-53	1891.06 	2
H51-53	1902.88 	2
H51-54	1851	2
H51-54	1856.1	1
H51-54	1857.5	2
H51-54	1858.5	1
H51-54	1866	1
H51-54	1870.00 	2
H51-54	1870.63 	2
H51-54	1881.50 	2
H52-44	1808	2
H52-44	1817.3	1
H52-44	1818.1	2
H52-44	1824.8	1
H52-44	1825.80 	2
H52-44	1825.8	1
H52-44	1827.8	2
H52-44	1829	1
H52-44	1831.6	2
H52-44	1839.6	1
H52-44	1841.10 	2
H52-44	1845.371158	2
H52-44	1851.1	1
H52-44	1856.10 	2
H52-47	1849	2
H52-47	1868	1
H52-47	1872.00 	2
H52-47	1872	1
H52-47	1881.6	2
H52-47	1882.6	1
